# Performance Monitoring Events for Intel(R) Xeon Phi Processor Family based on the Intel(R) Many Integrated Core Architecture - V8
# 8/16/2016 1:32:30 PM
# Copyright (c) 2007 - 2016 Intel Corporation. All rights reserved.
Unit	EventCode	UMask	EventName	BriefDescription	Counter	Filter	Internal
CHA	0x93	0x10	UNC_H_EGRESS_VERT_CYCLES_NE.AD_AG1	Cycles CMS Vertical Egress Queue Is Not Empty AD - Agent 1	0,1,2,3	null	0
CHA	0x93	0x20	UNC_H_EGRESS_VERT_CYCLES_NE.AK_AG1	Cycles CMS Vertical Egress Queue Is Not Empty AK - Agent 1	0,1,2,3	null	0
CHA	0x93	0x40	UNC_H_EGRESS_VERT_CYCLES_NE.BL_AG1	Cycles CMS Vertical Egress Queue Is Not Empty BL - Agent 1	0,1,2,3	null	0
CHA	0x98	0x01	UNC_H_EGRESS_VERT_NACK.AD_AG0	CMS Vertical Egress NACKs	0,1,2,3	null	0
CHA	0x98	0x02	UNC_H_EGRESS_VERT_NACK.AK_AG0	CMS Vertical Egress NACKs Onto AK Ring	0,1,2,3	null	0
CHA	0x98	0x04	UNC_H_EGRESS_VERT_NACK.BL_AG0	CMS Vertical Egress NACKs Onto BL Ring	0,1,2,3	null	0
CHA	0x98	0x08	UNC_H_EGRESS_VERT_NACK.IV	CMS Vertical Egress NACKs	0,1,2,3	null	0
CHA	0x98	0x10	UNC_H_EGRESS_VERT_NACK.AD_AG1	CMS Vertical Egress NACKs	0,1,2,3	null	0
CHA	0x98	0x20	UNC_H_EGRESS_VERT_NACK.AK_AG1	CMS Vertical Egress NACKs	0,1,2,3	null	0
CHA	0x98	0x40	UNC_H_EGRESS_VERT_NACK.BL_AG1	CMS Vertical Egress NACKs	0,1,2,3	null	0
CHA	0x9A	0x01	UNC_H_EGRESS_VERT_STARVED.AD_AG0	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9A	0x02	UNC_H_EGRESS_VERT_STARVED.AK_AG0	CMS Vertical Egress Injection Starvation Onto AK Ring	0,1,2,3	null	0
CHA	0x9A	0x04	UNC_H_EGRESS_VERT_STARVED.BL_AG0	CMS Vertical Egress Injection Starvation Onto BL Ring	0,1,2,3	null	0
CHA	0x9A	0x08	UNC_H_EGRESS_VERT_STARVED.IV	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9A	0x10	UNC_H_EGRESS_VERT_STARVED.AD_AG1	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9A	0x20	UNC_H_EGRESS_VERT_STARVED.AK_AG1	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9A	0x40	UNC_H_EGRESS_VERT_STARVED.BL_AG1	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9C	0x01	UNC_H_EGRESS_VERT_ADS_USED.AD_AG0	CMS Vertical ADS Used	0,1,2,3	null	0
CHA	0x9C	0x02	UNC_H_EGRESS_VERT_ADS_USED.AK_AG0	CMS Vertical ADS Used	0,1,2,3	null	0
CHA	0x9C	0x04	UNC_H_EGRESS_VERT_ADS_USED.BL_AG0	CMS Vertical ADS Used	0,1,2,3	null	0
CHA	0x9C	0x10	UNC_H_EGRESS_VERT_ADS_USED.AD_AG1	CMS Vertical ADS Used	0,1,2,3	null	0
CHA	0x9C	0x20	UNC_H_EGRESS_VERT_ADS_USED.AK_AG1	CMS Vertical ADS Used	0,1,2,3	null	0
CHA	0x9C	0x40	UNC_H_EGRESS_VERT_ADS_USED.BL_AG1	CMS Vertical ADS Used	0,1,2,3	null	0
CHA	0x9E	0x01	UNC_H_EGRESS_VERT_BYPASS.AD_AG0	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9E	0x02	UNC_H_EGRESS_VERT_BYPASS.AK_AG0	CMS Vertical Egress Injection Starvation Onto AK Ring	0,1,2,3	null	0
CHA	0x9E	0x04	UNC_H_EGRESS_VERT_BYPASS.BL_AG0	CMS Vertical Egress Injection Starvation Onto BL Ring	0,1,2,3	null	0
CHA	0x9E	0x08	UNC_H_EGRESS_VERT_BYPASS.IV	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9E	0x10	UNC_H_EGRESS_VERT_BYPASS.AD_AG1	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9E	0x20	UNC_H_EGRESS_VERT_BYPASS.AK_AG1	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9E	0x40	UNC_H_EGRESS_VERT_BYPASS.BL_AG1	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x94	0x01	UNC_H_EGRESS_HORZ_OCCUPANCY.AD	CMS Horizontal Egress Occupancy AD	0,1,2,3	null	0
CHA	0x94	0x02	UNC_H_EGRESS_HORZ_OCCUPANCY.AK	CMS Horizontal Egress Occupancy AK	0,1,2,3	null	0
CHA	0x94	0x04	UNC_H_EGRESS_HORZ_OCCUPANCY.BL	CMS Horizontal Egress Occupancy BL	0,1,2,3	null	0
CHA	0x94	0x08	UNC_H_EGRESS_HORZ_OCCUPANCY.IV	CMS Horizontal Egress Occupancy IV	0,1,2,3	null	0
CHA	0x95	0x01	UNC_H_EGRESS_HORZ_INSERTS.AD	CMS Horizontal Egress Inserts AD	0,1,2,3	null	0
CHA	0x95	0x02	UNC_H_EGRESS_HORZ_INSERTS.AK	CMS Horizontal Egress Inserts AK	0,1,2,3	null	0
CHA	0x95	0x04	UNC_H_EGRESS_HORZ_INSERTS.BL	CMS Horizontal Egress Inserts BL	0,1,2,3	null	0
CHA	0x95	0x08	UNC_H_EGRESS_HORZ_INSERTS.IV	CMS Horizontal Egress Inserts IV	0,1,2,3	null	0
CHA	0x96	0x01	UNC_H_EGRESS_HORZ_CYCLES_FULL.AD	Cycles CMS Horizontal Egress Queue is Full AD	0,1,2,3	null	0
CHA	0x96	0x02	UNC_H_EGRESS_HORZ_CYCLES_FULL.AK	Cycles CMS Horizontal Egress Queue is Full AK	0,1,2,3	null	0
CHA	0x96	0x04	UNC_H_EGRESS_HORZ_CYCLES_FULL.BL	Cycles CMS Horizontal Egress Queue is Full BL	0,1,2,3	null	0
CHA	0x96	0x08	UNC_H_EGRESS_HORZ_CYCLES_FULL.IV	Cycles CMS Horizontal Egress Queue is Full IV	0,1,2,3	null	0
CHA	0x97	0x01	UNC_H_EGRESS_HORZ_CYCLES_NE.AD	Cycles CMS Horizontal Egress Queue is Not Empty AD	0,1,2,3	null	0
CHA	0x97	0x02	UNC_H_EGRESS_HORZ_CYCLES_NE.AK	Cycles CMS Horizontal Egress Queue is Not Empty AK	0,1,2,3	null	0
CHA	0x97	0x04	UNC_H_EGRESS_HORZ_CYCLES_NE.BL	Cycles CMS Horizontal Egress Queue is Not Empty BL	0,1,2,3	null	0
CHA	0x97	0x08	UNC_H_EGRESS_HORZ_CYCLES_NE.IV	Cycles CMS Horizontal Egress Queue is Not Empty IV	0,1,2,3	null	0
CHA	0x99	0x01	UNC_H_EGRESS_HORZ_NACK.AD	CMS Horizontal Egress NACKs	0,1,2,3	null	0
CHA	0x99	0x02	UNC_H_EGRESS_HORZ_NACK.AK	CMS Horizontal Egress NACKs	0,1,2,3	null	0
CHA	0x99	0x04	UNC_H_EGRESS_HORZ_NACK.BL	CMS Horizontal Egress NACKs	0,1,2,3	null	0
CHA	0x99	0x08	UNC_H_EGRESS_HORZ_NACK.IV	CMS Horizontal Egress NACKs	0,1,2,3	null	0
CHA	0x9B	0x01	UNC_H_EGRESS_HORZ_STARVED.AD	CMS Horizontal Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9B	0x02	UNC_H_EGRESS_HORZ_STARVED.AK	CMS Horizontal Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9B	0x04	UNC_H_EGRESS_HORZ_STARVED.BL	CMS Horizontal Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9B	0x08	UNC_H_EGRESS_HORZ_STARVED.IV	CMS Horizontal Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9D	0x01	UNC_H_EGRESS_HORZ_ADS_USED.AD	CMS Horizontal ADS Used	0,1,2,3	null	0
CHA	0x9D	0x02	UNC_H_EGRESS_HORZ_ADS_USED.AK	CMS Horizontal ADS Used	0,1,2,3	null	0
CHA	0x9D	0x04	UNC_H_EGRESS_HORZ_ADS_USED.BL	CMS Horizontal ADS Used	0,1,2,3	null	0
CHA	0x9F	0x01	UNC_H_EGRESS_HORZ_BYPASS.AD	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0x9F	0x02	UNC_H_EGRESS_HORZ_BYPASS.AK	CMS Vertical Egress Injection Starvation Onto AK Ring	0,1,2,3	null	0
CHA	0x9F	0x04	UNC_H_EGRESS_HORZ_BYPASS.BL	CMS Vertical Egress Injection Starvation Onto BL Ring	0,1,2,3	null	0
CHA	0x9F	0x08	UNC_H_EGRESS_HORZ_BYPASS.IV	CMS Vertical Egress Injection Starvation	0,1,2,3	null	0
CHA	0xA0	0x01	UNC_H_RING_BOUNCES_VERT.AD	Number of incoming messages from the Vertical ring that were bounced, by ring type.	0,1,2,3	null	0
CHA	0xA0	0x02	UNC_H_RING_BOUNCES_VERT.AK	Number of incoming messages from the Vertical ring that were bounced, by ring type - Acknowledgements to core	0,1,2,3	null	0
CHA	0xA0	0x04	UNC_H_RING_BOUNCES_VERT.BL	Number of incoming messages from the Vertical ring that were bounced, by ring type - Data Responses to core.	0,1,2,3	null	0
CHA	0xA0	0x08	UNC_H_RING_BOUNCES_VERT.IV	Number of incoming messages from the Vertical ring that were bounced, by ring type - Snoops of processor's cache.	0,1,2,3	null	0
CHA	0xA1	0x01	UNC_H_RING_BOUNCES_HORZ.AD	Number of incoming messages from the Horizontal ring that were bounced, by ring type.	0,1,2,3	null	0
CHA	0xA1	0x02	UNC_H_RING_BOUNCES_HORZ.AK	Number of incoming messages from the Horizontal ring that were bounced, by ring type - Acknowledgements to core	0,1,2,3	null	0
CHA	0xA1	0x04	UNC_H_RING_BOUNCES_HORZ.BL	Number of incoming messages from the Horizontal ring that were bounced, by ring type - Data Responses to core.	0,1,2,3	null	0
CHA	0xA1	0x08	UNC_H_RING_BOUNCES_HORZ.IV	Number of incoming messages from the Horizontal ring that were bounced, by ring type - Snoops of processor's cache.	0,1,2,3	null	0
CHA	0xA2	0x01	UNC_H_RING_SINK_STARVED_VERT.AD	tbd	0,1,2,3	null	0
CHA	0xA2	0x02	UNC_H_RING_SINK_STARVED_VERT.AK	tbd	0,1,2,3	null	0
CHA	0xA2	0x04	UNC_H_RING_SINK_STARVED_VERT.BL	tbd	0,1,2,3	null	0
CHA	0xA2	0x08	UNC_H_RING_SINK_STARVED_VERT.IV	tbd	0,1,2,3	null	0
CHA	0xA3	0x01	UNC_H_RING_SINK_STARVED_HORZ.AD	tbd	0,1,2,3	null	0
CHA	0xA3	0x02	UNC_H_RING_SINK_STARVED_HORZ.AK	tbd	0,1,2,3	null	0
CHA	0xA3	0x04	UNC_H_RING_SINK_STARVED_HORZ.BL	tbd	0,1,2,3	null	0
CHA	0xA3	0x08	UNC_H_RING_SINK_STARVED_HORZ.IV	tbd	0,1,2,3	null	0
CHA	0xA4	0x00	UNC_H_RING_SRC_THRTL	tbd	0,1,2,3	null	0
CHA	0xA5	0x00	UNC_H_FAST_ASSERTED.VERT	tbd	0,1,2,3	null	0
CHA	0xA5	0x01	UNC_H_FAST_ASSERTED.HORZ	tbd	0,1,2,3	null	0
CHA	0xA6	0x01	UNC_H_VERT_RING_AD_IN_USE.UP_EVEN	Counts the number of cycles that the Vertical AD ring is being used at this ring stop - Up and Even	0,1,2,3	null	0
CHA	0xA6	0x02	UNC_H_VERT_RING_AD_IN_USE.UP_ODD	Counts the number of cycles that the Vertical AD ring is being used at this ring stop - Up and Odd	0,1,2,3	null	0
CHA	0xA6	0x04	UNC_H_VERT_RING_AD_IN_USE.DN_EVEN	Counts the number of cycles that the Vertical AD ring is being used at this ring stop - Down and Even	0,1,2,3	null	0
CHA	0xA6	0x08	UNC_H_VERT_RING_AD_IN_USE.DN_ODD	Counts the number of cycles that the Vertical AD ring is being used at this ring stop - Down and Odd	0,1,2,3	null	0
CHA	0xA7	0x01	UNC_H_HORZ_RING_AD_IN_USE.LEFT_EVEN	Counts the number of cycles that the Horizontal AD ring is being used at this ring stop - Left and Even	0,1,2,3	null	0
CHA	0xA7	0x02	UNC_H_HORZ_RING_AD_IN_USE.LEFT_ODD	Counts the number of cycles that the Horizontal AD ring is being used at this ring stop - Left and Odd	0,1,2,3	null	0
CHA	0xA7	0x04	UNC_H_HORZ_RING_AD_IN_USE.RIGHT_EVEN	Counts the number of cycles that the Horizontal AD ring is being used at this ring stop - Right and Even	0,1,2,3	null	0
CHA	0xA7	0x08	UNC_H_HORZ_RING_AD_IN_USE.RIGHT_ODD	Counts the number of cycles that the Horizontal AD ring is being used at this ring stop - Right and Odd	0,1,2,3	null	0
CHA	0xA8	0x01	UNC_H_VERT_RING_AK_IN_USE.UP_EVEN	Counts the number of cycles that the Vertical AK ring is being used at this ring stop - Up and Even	0,1,2,3	null	0
CHA	0xA8	0x02	UNC_H_VERT_RING_AK_IN_USE.UP_ODD	Counts the number of cycles that the Vertical AK ring is being used at this ring stop - Up and Odd	0,1,2,3	null	0
CHA	0xA8	0x04	UNC_H_VERT_RING_AK_IN_USE.DN_EVEN	Counts the number of cycles that the Vertical AK ring is being used at this ring stop - Down and Even	0,1,2,3	null	0
CHA	0xA8	0x08	UNC_H_VERT_RING_AK_IN_USE.DN_ODD	Counts the number of cycles that the Vertical AK ring is being used at this ring stop - Down and Odd	0,1,2,3	null	0
CHA	0xA9	0x01	UNC_H_HORZ_RING_AK_IN_USE.LEFT_EVEN	Counts the number of cycles that the Horizontal AK ring is being used at this ring stop - Left and Even	0,1,2,3	null	0
CHA	0xA9	0x02	UNC_H_HORZ_RING_AK_IN_USE.LEFT_ODD	Counts the number of cycles that the Horizontal AK ring is being used at this ring stop - Left and Odd	0,1,2,3	null	0
CHA	0xA9	0x04	UNC_H_HORZ_RING_AK_IN_USE.RIGHT_EVEN	Counts the number of cycles that the Horizontal AK ring is being used at this ring stop - Right and Even	0,1,2,3	null	0
CHA	0xA9	0x08	UNC_H_HORZ_RING_AK_IN_USE.RIGHT_ODD	Counts the number of cycles that the Horizontal AK ring is being used at this ring stop - Right and Odd	0,1,2,3	null	0
CHA	0xAA	0x01	UNC_H_VERT_RING_BL_IN_USE.UP_EVEN	Counts the number of cycles that the Vertical BL ring is being used at this ring stop - Up and Even	0,1,2,3	null	0
CHA	0xAA	0x02	UNC_H_VERT_RING_BL_IN_USE.UP_ODD	Counts the number of cycles that the Vertical BL ring is being used at this ring stop - Up and Odd	0,1,2,3	null	0
CHA	0xAA	0x04	UNC_H_VERT_RING_BL_IN_USE.DN_EVEN	Counts the number of cycles that the Vertical BL ring is being used at this ring stop - Down and Even	0,1,2,3	null	0
CHA	0xAA	0x08	UNC_H_VERT_RING_BL_IN_USE.DN_ODD	Counts the number of cycles that the Vertical BL ring is being used at this ring stop - Down and Odd	0,1,2,3	null	0
CHA	0xAB	0x01	UNC_H_HORZ_RING_BL_IN_USE.LEFT_EVEN	Counts the number of cycles that the Horizontal BL ring is being used at this ring stop - Left and Even	0,1,2,3	null	0
CHA	0xAB	0x02	UNC_H_HORZ_RING_BL_IN_USE.LEFT_ODD	Counts the number of cycles that the Horizontal BL ring is being used at this ring stop - Left and Odd	0,1,2,3	null	0
CHA	0xAB	0x04	UNC_H_HORZ_RING_BL_IN_USE.RIGHT_EVEN	Counts the number of cycles that the Horizontal BL ring is being used at this ring stop - Right and Even	0,1,2,3	null	0
CHA	0xAB	0x08	UNC_H_HORZ_RING_BL_IN_USE.RIGHT_ODD	Counts the number of cycles that the Horizontal BL ring is being used at this ring stop - Right and Odd	0,1,2,3	null	0
CHA	0xAC	0x01	UNC_H_VERT_RING_IV_IN_USE.UP	Counts the number of cycles that the Vertical IV ring is being used at this ring stop - Up	0,1,2,3	null	0
CHA	0xAC	0x04	UNC_H_VERT_RING_IV_IN_USE.DN	Counts the number of cycles that the Vertical IV ring is being used at this ring stop - Down	0,1,2,3	null	0
CHA	0xAD	0x01	UNC_H_HORZ_RING_IV_IN_USE.LEFT	Counts the number of cycles that the Horizontal IV ring is being used at this ring stop - Left	0,1,2,3	null	0
CHA	0xAD	0x04	UNC_H_HORZ_RING_IV_IN_USE.RIGHT	Counts the number of cycles that the Horizontal IV ring is being used at this ring stop - Right	0,1,2,3	null	0
CHA	0xAE	0x01	UNC_H_EGRESS_ORDERING.IV_SNP_GO_UP	Counts number of cycles IV was blocked in the TGR Egress due to SNP/GO Ordering requirements	0,1,2,3	null	0
CHA	0xAE	0x04	UNC_H_EGRESS_ORDERING.IV_SNP_GO_DN	Counts number of cycles IV was blocked in the TGR Egress due to SNP/GO Ordering requirements	0,1,2,3	null	0
CHA	0xB0	0x01	UNC_H_TG_INGRESS_OCCUPANCY.AD_BNC	Transgress Ingress Occupancy. Occupancy event for the Ingress buffers in the CMS  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB0	0x02	UNC_H_TG_INGRESS_OCCUPANCY.AK_BNC	Transgress Ingress Occupancy. Occupancy event for the Ingress buffers in the CMS  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB0	0x04	UNC_H_TG_INGRESS_OCCUPANCY.BL_BNC	Transgress Ingress Occupancy. Occupancy event for the Ingress buffers in the CMS  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB0	0x08	UNC_H_TG_INGRESS_OCCUPANCY.IV_BNC	Transgress Ingress Occupancy. Occupancy event for the Ingress buffers in the CMS  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB0	0x10	UNC_H_TG_INGRESS_OCCUPANCY.AD_CRD	Transgress Ingress Occupancy. Occupancy event for the Ingress buffers in the CMS  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB0	0x40	UNC_H_TG_INGRESS_OCCUPANCY.BL_CRD	Transgress Ingress Occupancy. Occupancy event for the Ingress buffers in the CMS  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB1	0x01	UNC_H_TG_INGRESS_INSERTS.AD_BNC	Transgress Ingress Allocations. Number of allocations into the CMS Ingress  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB1	0x02	UNC_H_TG_INGRESS_INSERTS.AK_BNC	Transgress Ingress Allocations. Number of allocations into the CMS Ingress  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB1	0x04	UNC_H_TG_INGRESS_INSERTS.BL_BNC	Transgress Ingress Allocations. Number of allocations into the CMS Ingress  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB1	0x08	UNC_H_TG_INGRESS_INSERTS.IV_BNC	Transgress Ingress Allocations. Number of allocations into the CMS Ingress  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB1	0x10	UNC_H_TG_INGRESS_INSERTS.AD_CRD	Transgress Ingress Allocations. Number of allocations into the CMS Ingress  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB1	0x40	UNC_H_TG_INGRESS_INSERTS.BL_CRD	Transgress Ingress Allocations. Number of allocations into the CMS Ingress  The Ingress is used to queue up requests received from the mesh	0,1,2,3	null	0
CHA	0xB2	0x01	UNC_H_TG_INGRESS_BYPASS.AD_BNC	Transgress Ingress Bypass. Number of packets bypassing the CMS Ingress .	0,1,2,3	null	0
CHA	0xB2	0x02	UNC_H_TG_INGRESS_BYPASS.AK_BNC	Transgress Ingress Bypass. Number of packets bypassing the CMS Ingress .	0,1,2,3	null	0
CHA	0xB2	0x04	UNC_H_TG_INGRESS_BYPASS.BL_BNC	Transgress Ingress Bypass. Number of packets bypassing the CMS Ingress .	0,1,2,3	null	0
CHA	0xB2	0x08	UNC_H_TG_INGRESS_BYPASS.IV_BNC	Transgress Ingress Bypass. Number of packets bypassing the CMS Ingress .	0,1,2,3	null	0
CHA	0xB2	0x10	UNC_H_TG_INGRESS_BYPASS.AD_CRD	Transgress Ingress Bypass. Number of packets bypassing the CMS Ingress .	0,1,2,3	null	0
CHA	0xB2	0x40	UNC_H_TG_INGRESS_BYPASS.BL_CRD	Transgress Ingress Bypass. Number of packets bypassing the CMS Ingress .	0,1,2,3	null	0
CHA	0xB3	0x01	UNC_H_TG_INGRESS_CRD_STARVED.AD_BNC	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, the Ingress is unable to forward to the Egress due to a lack of credit.	0,1,2,3	null	0
CHA	0xB3	0x02	UNC_H_TG_INGRESS_CRD_STARVED.AK_BNC	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, the Ingress is unable to forward to the Egress due to a lack of credit.	0,1,2,3	null	0
CHA	0xB3	0x04	UNC_H_TG_INGRESS_CRD_STARVED.BL_BNC	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, the Ingress is unable to forward to the Egress due to a lack of credit.	0,1,2,3	null	0
CHA	0xB3	0x08	UNC_H_TG_INGRESS_CRD_STARVED.IV_BNC	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, the Ingress is unable to forward to the Egress due to a lack of credit.	0,1,2,3	null	0
CHA	0xB3	0x10	UNC_H_TG_INGRESS_CRD_STARVED.AD_CRD	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, the Ingress is unable to forward to the Egress due to a lack of credit.	0,1,2,3	null	0
CHA	0xB3	0x40	UNC_H_TG_INGRESS_CRD_STARVED.BL_CRD	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, the Ingress is unable to forward to the Egress due to a lack of credit.	0,1,2,3	null	0
CHA	0xB3	0x80	UNC_H_TG_INGRESS_CRD_STARVED.IFV	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, the Ingress is unable to forward to the Egress due to a lack of credit.	0,1,2,3	null	0
CHA	0xB4	0x01	UNC_H_TG_INGRESS_BUSY_STARVED.AD_BNC	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, because a message from the other queue has higher priority	0,1,2,3	null	0
CHA	0xB4	0x04	UNC_H_TG_INGRESS_BUSY_STARVED.BL_BNC	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, because a message from the other queue has higher priority	0,1,2,3	null	0
CHA	0xB4	0x10	UNC_H_TG_INGRESS_BUSY_STARVED.AD_CRD	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, because a message from the other queue has higher priority	0,1,2,3	null	0
CHA	0xB4	0x40	UNC_H_TG_INGRESS_BUSY_STARVED.BL_CRD	Transgress Injection Starvation. Counts cycles under injection starvation mode.  This starvation is triggered when the CMS Ingress cannot send a transaction onto the mesh for a long period of time.  In this case, because a message from the other queue has higher priority	0,1,2,3	null	0
